,index,mechanism,action,drugA,drugB
200468,200468,The risk or severity of hypotension and orthostatic hypotension,increase,Conivaptan,Levodopa
200476,200476,The metabolism,decrease,Ibrutinib,Conivaptan
200477,200477,The serum concentration,increase,Everolimus,Conivaptan
200479,200479,The metabolism,decrease,Conivaptan,Almotriptan
200480,200480,The metabolism,decrease,Conivaptan,Axitinib
200483,200483,The metabolism,decrease,Conivaptan,Cabazitaxel
200485,200485,The metabolism,decrease,Conivaptan,Ceritinib
200486,200486,The metabolism,decrease,Cilostazol,Conivaptan
200487,200487,The metabolism,decrease,Colchicine,Conivaptan
200489,200489,The metabolism,decrease,Dasatinib,Conivaptan
200492,200492,The metabolism,decrease,Conivaptan,Guanfacine
200494,200494,The metabolism,decrease,Conivaptan,Lapatinib
200497,200497,The metabolism,decrease,Maraviroc,Conivaptan
200511,200511,The serum concentration,increase,Acenocoumarol,Conivaptan
200514,200514,The metabolism,decrease,Atorvastatin,Conivaptan
200515,200515,The serum concentration,increase,Doxorubicin,Conivaptan
200518,200518,the orthostatic hypotensive activities,increase,Moclobemide,Conivaptan
200531,200531,The risk or severity of adverse effects,increase,Conivaptan,Amifostine
200535,200535,The risk or severity of adverse effects,increase,Conivaptan,Diazoxide
200538,200538,The risk or severity of adverse effects,increase,Conivaptan,Carvedilol
200539,200539,The risk or severity of adverse effects,increase,Conivaptan,Bepridil
200540,200540,The risk or severity of adverse effects,increase,Conivaptan,Nebivolol
200541,200541,The risk or severity of adverse effects,increase,Conivaptan,Aliskiren
200543,200543,The risk or severity of adverse effects,increase,Conivaptan,Halothane
200546,200546,The risk or severity of adverse effects,increase,Conivaptan,Cilnidipine
200547,200547,The risk or severity of adverse effects,increase,Conivaptan,Acebutolol
200548,200548,The risk or severity of adverse effects,increase,Conivaptan,Dapagliflozin
200549,200549,The risk or severity of adverse effects,increase,Conivaptan,Felodipine
200550,200550,The risk or severity of adverse effects,increase,Conivaptan,Irbesartan
200552,200552,The risk or severity of adverse effects,increase,Conivaptan,Efonidipine
200553,200553,The risk or severity of adverse effects,increase,Conivaptan,Bromocriptine
200555,200555,The metabolism,decrease,Conivaptan,Fenofibrate
200571,200571,The metabolism,decrease,Linagliptin,Conivaptan
200573,200573,The metabolism,decrease,Desipramine,Conivaptan
200576,200576,The metabolism,decrease,Netupitant,Conivaptan
200578,200578,The metabolism,decrease,Conivaptan,Abemaciclib
200584,200584,the hypotensive activities,increase,Ethanol,Conivaptan
200585,200585,The metabolism,decrease,Conivaptan,Apalutamide
200587,200587,The metabolism,decrease,Conivaptan,Ivacaftor
200595,200595,The serum concentration,increase,Ertugliflozin,Conivaptan
200605,200605,The serum concentration,increase,Conivaptan,Ambrisentan
200608,200608,The serum concentration,increase,Conivaptan,Mirabegron
200609,200609,The serum concentration,increase,Conivaptan,Canagliflozin
200616,200616,The serum concentration,increase,Conivaptan,Baricitinib
200632,200632,The serum concentration,increase,Lenvatinib,Conivaptan
200638,200638,The risk or severity of adverse effects,increase,Conivaptan,Lubiprostone
200641,200641,The metabolism,decrease,Aripiprazole,Conivaptan
200643,200643,The metabolism,decrease,Hydrocodone,Conivaptan
200645,200645,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Bumetanide
200649,200649,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Methyldopa
200653,200653,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Amantadine
200654,200654,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Azacitidine
200655,200655,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Maprotiline
200657,200657,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Dopamine
200658,200658,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Azathioprine
200659,200659,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Ketoprofen
200662,200662,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Memantine
200666,200666,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Capecitabine
200668,200668,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Doxacurium
200670,200670,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Ceftriaxone
200671,200671,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Fomepizole
200674,200674,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Ezogabine
200679,200679,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Nalmefene
200681,200681,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Aceclofenac
200694,200694,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Glipizide
200695,200695,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Bupropion
200696,200696,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Bromazepam
200698,200698,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Macitentan
200704,200704,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Levobupivacaine
200705,200705,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Clonazepam
200707,200707,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Estazolam
200708,200708,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Gemfibrozil
200711,200711,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Lorcaserin
200712,200712,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Brivaracetam
200713,200713,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Alogliptin
200714,200714,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Levocetirizine
200715,200715,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Methyltestosterone
200719,200719,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Dienogest
200721,200721,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Blonanserin
200726,200726,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Deutetrabenazine
200729,200729,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Ibuprofen
200730,200730,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Levofloxacin
200731,200731,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Doxepin
200733,200733,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Metoclopramide
200735,200735,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Hydralazine
200737,200737,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Clomipramine
200738,200738,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Clevidipine
200740,200740,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Isoniazid
200741,200741,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Metyrapone
200745,200745,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Nefazodone
200746,200746,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Naloxone
200747,200747,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Ketamine
200751,200751,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Apremilast
200753,200753,the excretion rate which could result in a lower serum level and potentially a reduction in efficacy,increase,Conivaptan,Enzalutamide
200766,200766,The serum concentration,increase,Digitoxin,Conivaptan
200771,200771,The serum concentration,increase,Crizotinib,Conivaptan
200772,200772,The serum concentration,increase,Dabrafenib,Conivaptan
200777,200777,The metabolism,decrease,Aminophylline,Conivaptan
200784,200784,The metabolism,decrease,Amiodarone,Conivaptan
200786,200786,The metabolism,decrease,Fosphenytoin,Conivaptan
200788,200788,The metabolism,decrease,Ifosfamide,Conivaptan
200789,200789,The metabolism,decrease,Cytarabine,Conivaptan
200790,200790,The metabolism,decrease,Docetaxel,Conivaptan
200792,200792,The metabolism,decrease,Abiraterone,Conivaptan
200796,200796,The metabolism,decrease,Ixabepilone,Conivaptan
200797,200797,The metabolism,decrease,Midostaurin,Conivaptan
200801,200801,The risk or severity of Cardiac Arrhythmia,increase,Droxidopa,Conivaptan
200803,200803,The metabolism,decrease,Conivaptan,Dexamethasone
200804,200804,The metabolism,decrease,Conivaptan,Methylprednisolone
200805,200805,The metabolism,decrease,Conivaptan,Budesonide
200813,200813,The therapeutic efficacy,decrease,Conivaptan,Ethylmorphine
200815,200815,The therapeutic efficacy,decrease,Conivaptan,Buprenorphine
200827,200827,the hypotensive activities,increase,Conivaptan,Debrisoquine
200828,200828,the hypotensive activities,increase,Conivaptan,Celiprolol
200839,200839,The metabolism,decrease,Dronedarone,Conivaptan
200850,200850,The serum concentration,increase,Neratinib,Conivaptan
202465,202465,The risk or severity of hypotension and orthostatic hypotension,increase,Bumetanide,Levodopa
202466,202466,The risk or severity of hypotension,increase,Canagliflozin,Bumetanide
202472,202472,The excretion,decrease,Famotidine,Bumetanide
202473,202473,The excretion,decrease,Mercaptopurine,Bumetanide
202476,202476,The excretion,decrease,Bumetanide,Melatonin
202479,202479,The excretion,decrease,Bumetanide,Dabrafenib
202481,202481,The excretion,decrease,Bumetanide,Lenvatinib
202487,202487,The excretion,decrease,Bumetanide,Dronedarone
202489,202489,the hypotensive activities,increase,Aripiprazole,Bumetanide
202491,202491,The risk or severity of adverse effects,increase,Bumetanide,Digitoxin
202493,202493,The therapeutic efficacy,decrease,Bumetanide,Ketoprofen
202494,202494,The therapeutic efficacy,decrease,Bumetanide,Balsalazide
202495,202495,The therapeutic efficacy,decrease,Bumetanide,Ibuprofen
202496,202496,The therapeutic efficacy,decrease,Bumetanide,Lumiracoxib
202498,202498,The therapeutic efficacy,decrease,Bumetanide,Etoricoxib
